,genre_ids,original_language,popularity,release_date_x,movie,vote_average,vote_count,tconst,start_year,runtime_minutes,genres,id,release_date_y,production_budget,domestic_gross,worldwide_gross,total_profit,was_it_profitable_domestically
0,"[14, 12, 16, 10751]",en,28.734,2010-03-26,how to train your dragon,7.7,7610,tt0892769,2010,98.0,"Action,Adventure,Animation",30,2010-03-26,165000000,217581232,494870992,329870992,True
1,"[12, 28, 878]",en,28.515,2010-05-07,iron man 2,6.8,12368,tt1228705,2010,124.0,"Action,Adventure,Sci-Fi",15,2010-05-07,170000000,312433331,621156389,451156389,True
2,"[28, 878, 12]",en,27.92,2010-07-16,inception,8.3,22186,tt1375666,2010,148.0,"Action,Adventure,Sci-Fi",38,2010-07-16,160000000,292576195,835524642,675524642,True
3,"[12, 14, 10751]",en,26.691,2010-02-11,percy jackson & the olympians: the lightning thief,6.1,4229,tt0814255,2010,118.0,"Adventure,Family,Fantasy",17,2010-02-12,95000000,88768303,223050874,128050874,False
4,"[28, 12, 14, 878]",en,26.526,2009-12-18,avatar,7.4,18676,tt1775309,2011,93.0,Horror,1,2009-12-18,425000000,760507625,2776345279,2351345279,True
5,"[16, 10751, 35]",en,24.445,2010-06-17,toy story 3,7.7,8340,tt0435761,2010,103.0,"Adventure,Animation,Comedy",47,2010-06-18,200000000,415004880,1068879522,868879522,True
6,"[16, 10751, 35]",en,23.673,2010-07-09,despicable me,7.2,10057,tt1323594,2010,95.0,"Animation,Comedy,Family",50,2010-07-09,69000000,251513985,543464573,474464573,True
7,"[16, 28, 35, 10751, 878]",en,22.855,2010-11-04,megamind,6.8,3635,tt1001526,2010,95.0,"Action,Animation,Comedy",47,2010-11-05,130000000,148415853,321887208,191887208,True
8,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt1014759,2010,108.0,"Adventure,Family,Fantasy",51,2010-03-05,200000000,334191110,1025491110,825491110,True
9,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt1014759,2010,108.0,"Adventure,Family,Fantasy",60,1951-07-28,3000000,0,0,-3000000,False
10,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt1926979,2011,48.0,Documentary,51,2010-03-05,200000000,334191110,1025491110,825491110,True
11,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt1926979,2011,48.0,Documentary,60,1951-07-28,3000000,0,0,-3000000,False
12,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt2049386,2010,99.0,"Fantasy,Musical",51,2010-03-05,200000000,334191110,1025491110,825491110,True
13,"[10751, 14, 12]",en,22.02,2010-03-05,alice in wonderland,6.6,8713,tt2049386,2010,99.0,"Fantasy,Musical",60,1951-07-28,3000000,0,0,-3000000,False
14,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt1014759,2010,108.0,"Adventure,Family,Fantasy",51,2010-03-05,200000000,334191110,1025491110,825491110,True
15,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt1014759,2010,108.0,"Adventure,Family,Fantasy",60,1951-07-28,3000000,0,0,-3000000,False
16,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt1926979,2011,48.0,Documentary,51,2010-03-05,200000000,334191110,1025491110,825491110,True
17,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt1926979,2011,48.0,Documentary,60,1951-07-28,3000000,0,0,-3000000,False
18,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt2049386,2010,99.0,"Fantasy,Musical",51,2010-03-05,200000000,334191110,1025491110,825491110,True
19,[],en,0.6,2010-01-01,alice in wonderland,6.0,1,tt2049386,2010,99.0,"Fantasy,Musical",60,1951-07-28,3000000,0,0,-3000000,False
20,"[53, 12, 28]",en,21.517,2010-08-03,the expendables,6.1,4647,tt1320253,2010,103.0,"Action,Adventure,Thriller",34,2010-08-13,82000000,103068524,268268174,186268174,True
21,"[16, 10751]",en,21.511,2010-11-24,tangled,7.5,6407,tt0398286,2010,100.0,"Adventure,Animation,Comedy",15,2010-11-24,260000000,200821936,586477240,326477240,False
22,"[12, 14, 18, 10749]",en,20.34,2010-06-23,the twilight saga: eclipse,6.0,4909,tt1325004,2010,124.0,"Adventure,Drama,Fantasy",53,2010-06-30,68000000,300531751,706102828,638102828,True
23,"[28, 53, 878]",en,18.985,2010-01-11,the book of eli,6.7,3495,tt1037705,2010,118.0,"Action,Adventure,Drama",64,2010-01-15,80000000,94835059,158750817,78750817,True
24,"[18, 53, 9648]",en,18.06,2010-02-18,shutter island,8.1,12625,tt1130884,2010,138.0,"Mystery,Thriller",52,2010-02-19,80000000,128012934,299461782,219461782,True
25,"[28, 35]",en,17.713,2010-06-23,knight and day,6.0,2494,tt1013743,2010,109.0,"Action,Adventure,Comedy",2,2010-06-23,117000000,76423035,258751370,141751370,False
26,"[12, 10751, 14]",en,17.382,2010-12-10,the chronicles of narnia: the voyage of the dawn treader,6.3,3196,tt0980970,2010,113.0,"Adventure,Family,Fantasy",48,2010-12-10,155000000,104386950,418186950,263186950,False
27,"[18, 10749]",en,17.174,2010-08-06,step up 3d,6.7,1160,tt1193631,2010,107.0,"Drama,Music,Romance",9,2010-08-06,30000000,42400223,165889117,135889117,True
28,"[53, 28, 12, 35, 80]",en,17.097,2010-06-11,the a-team,6.3,2703,tt0429493,2010,117.0,"Action,Adventure,Thriller",32,2010-06-11,110000000,77222099,177241171,67241171,False
29,"[28, 12, 10751, 14]",en,16.595,2010-07-01,the last airbender,4.6,2143,tt0938283,2010,103.0,"Action,Adventure,Family",83,2010-07-01,150000000,131772187,319713881,169713881,False
30,"[28, 878, 12, 53]",en,16.215999999999998,2010-07-03,predators,6.1,1979,tt1424381,2010,107.0,"Action,Adventure,Sci-Fi",35,2010-07-09,40000000,52000688,127234389,87234389,True
31,[18],en,15.889,2010-10-01,the social network,7.2,6116,tt1285016,2010,120.0,"Biography,Drama",91,2010-10-01,40000000,96962694,224922135,184922135,True
32,"[12, 14, 28]",en,15.574000000000002,2010-04-02,clash of the titans,5.7,3714,tt0800320,2010,106.0,"Action,Adventure,Fantasy",72,2010-04-01,125000000,163214888,493214888,368214888,True
33,"[12, 14, 28]",en,15.574000000000002,2010-04-02,clash of the titans,5.7,3714,tt0800320,2010,106.0,"Action,Adventure,Fantasy",51,1981-06-12,15000000,30000000,44400000,29400000,True
34,"[35, 10749]",en,15.49,2010-04-23,the back-up plan,6.0,806,tt1212436,2010,104.0,"Comedy,Romance",75,2010-04-23,35000000,37490007,75281179,40281179,True
35,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt0955308,2010,140.0,"Action,Adventure,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
36,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt0955308,2010,140.0,"Action,Adventure,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
37,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt2363363,2013,92.0,"Action,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
38,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt2363363,2013,92.0,"Action,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
39,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt4532826,2018,116.0,"Action,Adventure,Thriller",39,2010-05-14,210000000,105487148,322459006,112459006,False
40,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt4532826,2018,116.0,"Action,Adventure,Thriller",9,2018-11-21,99000000,30824628,84747441,-14252559,False
41,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt8558276,2017,60.0,"Action,Adventure,History",39,2010-05-14,210000000,105487148,322459006,112459006,False
42,"[28, 12, 18]",en,15.444,2010-05-14,robin hood,6.3,2569,tt8558276,2017,60.0,"Action,Adventure,History",9,2018-11-21,99000000,30824628,84747441,-14252559,False
43,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt0955308,2010,140.0,"Action,Adventure,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
44,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt0955308,2010,140.0,"Action,Adventure,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
45,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt2363363,2013,92.0,"Action,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
46,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt2363363,2013,92.0,"Action,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
47,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt4532826,2018,116.0,"Action,Adventure,Thriller",39,2010-05-14,210000000,105487148,322459006,112459006,False
48,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt4532826,2018,116.0,"Action,Adventure,Thriller",9,2018-11-21,99000000,30824628,84747441,-14252559,False
49,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt8558276,2017,60.0,"Action,Adventure,History",39,2010-05-14,210000000,105487148,322459006,112459006,False
50,"[12, 16, 10751]",en,0.68,2013-01-31,robin hood,5.7,3,tt8558276,2017,60.0,"Action,Adventure,History",9,2018-11-21,99000000,30824628,84747441,-14252559,False
51,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt0955308,2010,140.0,"Action,Adventure,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
52,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt0955308,2010,140.0,"Action,Adventure,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
53,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt2363363,2013,92.0,"Action,Drama",39,2010-05-14,210000000,105487148,322459006,112459006,False
54,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt2363363,2013,92.0,"Action,Drama",9,2018-11-21,99000000,30824628,84747441,-14252559,False
55,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt4532826,2018,116.0,"Action,Adventure,Thriller",39,2010-05-14,210000000,105487148,322459006,112459006,False
56,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt4532826,2018,116.0,"Action,Adventure,Thriller",9,2018-11-21,99000000,30824628,84747441,-14252559,False
57,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt8558276,2017,60.0,"Action,Adventure,History",39,2010-05-14,210000000,105487148,322459006,112459006,False
58,"[12, 28, 53]",en,39.975,2018-11-21,robin hood,5.8,1194,tt8558276,2017,60.0,"Action,Adventure,History",9,2018-11-21,99000000,30824628,84747441,-14252559,False
59,"[35, 12, 14, 16, 10751]",en,15.041,2010-05-16,shrek forever after,6.1,3843,tt0892791,2010,93.0,"Adventure,Animation,Comedy",27,2010-05-21,165000000,238736787,756244673,591244673,True
60,[35],en,14.69,2010-09-17,easy a,6.8,4168,tt1282140,2010,92.0,"Comedy,Drama,Romance",67,2010-09-17,8000000,58401464,76200721,68200721,True
61,"[14, 12, 28, 35, 18]",en,14.463,2010-07-13,the sorcerer's apprentice,5.9,2879,tt0963966,2010,109.0,"Action,Adventure,Family",44,2010-07-14,160000000,63150991,217986320,57986320,False
62,"[28, 35, 10749]",en,14.383,2010-08-13,scott pilgrim vs. the world,7.3,3882,tt0446029,2010,112.0,"Action,Comedy,Fantasy",22,2010-08-13,85000000,31611316,48056764,-36943236,False
63,[35],en,14.291,2010-06-24,grown ups,6.1,3171,tt1375670,2010,102.0,Comedy,34,2010-06-25,75000000,162001186,272223430,197223430,True
64,"[80, 18, 28, 53]",en,14.172,2010-11-23,faster,6.2,895,tt1433108,2010,98.0,"Action,Crime,Drama",53,2010-11-24,24000000,23240020,35792945,11792945,False
65,[27],en,14.03,2010-02-12,the wolfman,5.7,1009,tt0780653,2010,103.0,"Drama,Fantasy,Horror",91,2010-02-12,150000000,62189884,142634358,-7365642,False
66,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt0477080,2010,98.0,"Action,Thriller",19,2010-11-12,95000000,81562942,165720921,70720921,False
67,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt2951338,2015,53.0,"Biography,Documentary,History",19,2010-11-12,95000000,81562942,165720921,70720921,False
68,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt3070502,2013,65.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
69,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt7098772,2017,12.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
70,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt9225192,2018,116.0,"Action,Crime",19,2010-11-12,95000000,81562942,165720921,70720921,False
71,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt9499562,2017,52.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
72,"[28, 53]",en,14.01,2010-11-12,unstoppable,6.4,1913,tt9906218,2019,84.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
73,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt0477080,2010,98.0,"Action,Thriller",19,2010-11-12,95000000,81562942,165720921,70720921,False
74,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt2951338,2015,53.0,"Biography,Documentary,History",19,2010-11-12,95000000,81562942,165720921,70720921,False
75,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt3070502,2013,65.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
76,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt7098772,2017,12.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
77,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt9225192,2018,116.0,"Action,Crime",19,2010-11-12,95000000,81562942,165720921,70720921,False
78,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt9499562,2017,52.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
79,[99],en,0.6,2013-09-24,unstoppable,1.6,4,tt9906218,2019,84.0,Documentary,19,2010-11-12,95000000,81562942,165720921,70720921,False
80,"[18, 53]",en,13.745,2010-12-03,black swan,7.6,8374,tt0947798,2010,108.0,"Drama,Thriller",46,2010-12-03,13000000,106954678,331266710,318266710,True
81,"[12, 28, 18]",en,13.548,2010-02-15,centurion,6.1,673,tt1020558,2010,97.0,"Action,Adventure,Drama",46,2010-08-27,15000000,123570,7885048,-7114952,False
82,"[28, 35, 80]",en,13.508,2010-08-06,the other guys,6.2,2187,tt1386588,2010,107.0,"Action,Comedy,Crime",74,2010-08-06,100000000,119219978,170936470,70936470,True
83,"[80, 18, 53]",en,13.476,2010-09-17,the town,7.1,2386,tt0840361,2010,125.0,"Crime,Drama,Thriller",92,2010-09-17,37000000,92186262,152566881,115566881,True
84,"[80, 18, 53]",en,13.476,2010-09-17,the town,7.1,2386,tt6259458,2012,101.0,Horror,92,2010-09-17,37000000,92186262,152566881,115566881,True
85,"[28, 37, 18, 14, 53]",en,13.467,2010-06-18,jonah hex,4.6,708,tt1075747,2010,81.0,"Action,Drama,Fantasy",40,2010-06-18,47000000,10547117,11022696,-35977304,False
86,"[12, 28, 878]",en,13.459,2010-12-10,tron: legacy,6.3,4387,tt1104001,2010,125.0,"Action,Adventure,Fantasy",58,2010-12-17,200000000,172062763,400062763,200062763,False
87,"[12, 28, 878]",en,13.459,2010-12-10,tron: legacy,6.3,4387,tt1104001,2010,125.0,"Action,Adventure,Fantasy",58,2010-12-17,200000000,172062763,400062763,200062763,False
88,"[18, 12, 37]",en,13.118,2010-12-22,true grit,7.2,2816,tt1403865,2010,110.0,"Adventure,Drama,Western",29,2010-12-22,35000000,171243005,252276928,217276928,True
89,"[53, 80, 27]",en,13.102,2010-10-08,i spit on your grave,6.3,977,tt1242432,2010,108.0,"Horror,Thriller",37,2010-10-08,1750000,93051,1278471,-471529,False
90,"[28, 80]",en,13.08,2010-04-16,kick-ass,7.1,7540,tt1250777,2010,117.0,"Action,Comedy",54,2010-04-16,28000000,48071303,97531134,69531134,True
91,"[28, 9648, 53]",en,13.025,2010-07-23,salt,6.3,3240,tt0944835,2010,100.0,"Action,Mystery,Thriller",50,2010-07-23,130000000,118311368,290650494,160650494,False
92,"[53, 80]",en,0.632,2012-08-06,salt,1.0,1,tt0944835,2010,100.0,"Action,Mystery,Thriller",50,2010-07-23,130000000,118311368,290650494,160650494,False
93,"[28, 80, 53]",en,12.862,2010-02-05,from paris with love,6.2,1075,tt1179034,2010,92.0,"Action,Crime,Thriller",75,2010-02-05,52000000,24077427,53139168,1139168,False
94,"[35, 10751, 14]",en,12.65,2010-01-22,tooth fairy,5.3,1058,tt0808510,2010,101.0,"Comedy,Family,Fantasy",23,2010-01-22,48000000,60022256,112610386,64610386,True
95,"[35, 10751, 14]",en,12.65,2010-01-22,tooth fairy,5.3,1058,tt7906260,2019,86.0,Horror,23,2010-01-22,48000000,60022256,112610386,64610386,True
96,"[28, 35, 53]",en,12.557,2010-09-03,machete,6.3,1862,tt0985694,2010,105.0,"Action,Crime,Thriller",18,2010-09-03,12500000,26593646,46370970,33870970,True
97,[35],en,12.498,2010-04-08,date night,6.0,1743,tt1279935,2010,88.0,"Comedy,Crime,Romance",99,2010-04-09,55000000,98711404,152269033,97269033,True
98,"[35, 18]",en,12.445,2010-11-04,due date,6.3,2973,tt1231583,2010,95.0,"Adventure,Comedy",84,2010-11-05,65000000,100539043,211739043,146739043,True
99,"[28, 878, 53, 80]",en,12.437,2010-03-19,repo men,6.2,976,tt1053424,2010,111.0,"Action,Crime,Sci-Fi",13,2010-03-19,32000000,13942007,18195238,-13804762,False
100,"[28, 12, 18, 10751]",en,12.255999999999998,2010-06-10,the karate kid,6.3,3140,tt1155076,2010,140.0,"Action,Drama,Family",77,2010-06-11,40000000,176591618,351774938,311774938,True
101,"[28, 12, 18, 10751]",en,12.255999999999998,2010-06-10,the karate kid,6.3,3140,tt1155076,2010,140.0,"Action,Drama,Family",63,1984-06-22,8000000,90815558,90815558,82815558,True
102,"[35, 10751]",en,12.255999999999998,2010-03-19,diary of a wimpy kid,6.0,736,tt1196141,2010,94.0,"Comedy,Drama,Family",13,2010-03-19,15000000,64003625,76954311,61954311,True
103,"[9648, 27, 28]",en,12.246,2010-02-26,the crazies,6.2,1036,tt0455407,2010,101.0,"Horror,Thriller",36,2010-02-26,19000000,39123589,56445534,37445534,True
104,"[35, 10749]",en,12.153,2010-12-21,little fockers,5.6,1883,tt0970866,2010,98.0,"Comedy,Romance",70,2010-12-22,100000000,148438600,310650574,210650574,True
105,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt1245526,2010,111.0,"Action,Comedy,Crime",63,2010-10-15,60000000,90380162,196439693,136439693,True
106,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt2181948,2014,87.0,Thriller,63,2010-10-15,60000000,90380162,196439693,136439693,True
107,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt2294785,2012,26.0,"Biography,Documentary,Drama",63,2010-10-15,60000000,90380162,196439693,136439693,True
108,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt4136848,2014,82.0,"Documentary,History",63,2010-10-15,60000000,90380162,196439693,136439693,True
109,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt4170206,2014,107.0,Drama,63,2010-10-15,60000000,90380162,196439693,136439693,True
110,"[28, 12, 35, 80, 53]",en,12.082,2010-10-14,red,6.6,4162,tt8851190,2018,90.0,Drama,63,2010-10-15,60000000,90380162,196439693,136439693,True
111,[],en,0.6,2014-01-01,red,5.0,1,tt1245526,2010,111.0,"Action,Comedy,Crime",63,2010-10-15,60000000,90380162,196439693,136439693,True
112,[],en,0.6,2014-01-01,red,5.0,1,tt2181948,2014,87.0,Thriller,63,2010-10-15,60000000,90380162,196439693,136439693,True
113,[],en,0.6,2014-01-01,red,5.0,1,tt2294785,2012,26.0,"Biography,Documentary,Drama",63,2010-10-15,60000000,90380162,196439693,136439693,True
114,[],en,0.6,2014-01-01,red,5.0,1,tt4136848,2014,82.0,"Documentary,History",63,2010-10-15,60000000,90380162,196439693,136439693,True
115,[],en,0.6,2014-01-01,red,5.0,1,tt4170206,2014,107.0,Drama,63,2010-10-15,60000000,90380162,196439693,136439693,True
116,[],en,0.6,2014-01-01,red,5.0,1,tt8851190,2018,90.0,Drama,63,2010-10-15,60000000,90380162,196439693,136439693,True
117,"[18, 10749, 10752]",en,12.048,2010-02-04,dear john,6.8,2676,tt0989757,2010,108.0,"Drama,Romance,War",77,2010-02-05,25000000,80014842,142033509,117033509,True
118,[27],en,12.032,2010-01-22,legion,5.3,1154,tt1038686,2010,100.0,"Action,Fantasy,Horror",37,2010-01-22,26000000,40168080,67647574,41647574,True
119,[27],en,1.6269999999999998,2016-10-25,legion,7.5,4,tt1038686,2010,100.0,"Action,Fantasy,Horror",37,2010-01-22,26000000,40168080,67647574,41647574,True
120,"[10749, 35]",en,11.821,2010-01-08,leap year,6.7,990,tt1216492,2010,100.0,"Comedy,Romance",40,2010-01-08,19000000,25918920,32618920,13618920,True
121,"[10749, 35]",en,11.821,2010-01-08,leap year,6.7,990,tt1537401,2010,94.0,"Drama,Romance",40,2010-01-08,19000000,25918920,32618920,13618920,True
122,"[18, 35, 10749]",es,2.563,2011-06-24,leap year,5.6,30,tt1216492,2010,100.0,"Comedy,Romance",40,2010-01-08,19000000,25918920,32618920,13618920,True
123,"[18, 35, 10749]",es,2.563,2011-06-24,leap year,5.6,30,tt1537401,2010,94.0,"Drama,Romance",40,2010-01-08,19000000,25918920,32618920,13618920,True
124,"[35, 10749, 18]",en,11.806,2010-10-02,life as we know it,6.8,1748,tt1055292,2010,114.0,"Comedy,Drama,Romance",64,2010-10-08,38000000,53374681,105887837,67887837,True
125,"[35, 10749, 18]",en,11.806,2010-10-02,life as we know it,6.8,1748,tt6341928,2017,87.0,Comedy,64,2010-10-08,38000000,53374681,105887837,67887837,True
126,"[18, 53]",en,11.624,2010-05-20,fair game,6.6,384,tt0977855,2010,108.0,"Biography,Drama,Thriller",90,1995-11-03,50000000,11497497,26097497,-23902503,False
127,"[18, 53]",en,11.624,2010-05-20,fair game,6.6,384,tt4893748,2017,87.0,Documentary,90,1995-11-03,50000000,11497497,26097497,-23902503,False
128,"[10752, 28, 12, 18, 53]",en,11.519,2010-03-11,green zone,6.4,1176,tt0947810,2010,115.0,"Action,Drama,Thriller",98,2010-03-12,100000000,35497337,97523020,-2476980,False
129,"[18, 10749]",en,11.453,2010-03-12,remember me,7.1,2079,tt1403981,2010,113.0,"Drama,Romance",51,2010-03-12,16000000,19068240,56506120,40506120,True
130,"[18, 10749]",en,11.453,2010-03-12,remember me,7.1,2079,tt4843358,2016,85.0,Comedy,51,2010-03-12,16000000,19068240,56506120,40506120,True
131,"[18, 10749]",en,11.453,2010-03-12,remember me,7.1,2079,tt4999290,2019,87.0,"Comedy,Drama,Romance",51,2010-03-12,16000000,19068240,56506120,40506120,True
132,"[18, 10749]",en,11.453,2010-03-12,remember me,7.1,2079,tt7990108,2019,87.0,Thriller,51,2010-03-12,16000000,19068240,56506120,40506120,True
133,"[12, 18, 53]",en,11.435,2010-11-05,127 hours,7.0,4469,tt1542344,2010,94.0,"Adventure,Biography,Drama",6,2010-11-05,18000000,18335230,60217171,42217171,True
134,"[35, 27]",en,11.302,2010-08-20,piranha 3d,5.3,1029,tt0464154,2010,88.0,"Comedy,Horror",52,2010-08-20,24000000,25003155,83660160,59660160,True
135,"[80, 18, 9648, 53]",en,11.252,2010-01-29,edge of darkness,6.3,794,tt1226273,2010,117.0,"Crime,Drama,Mystery",8,2010-01-29,60000000,43313890,82812456,22812456,False
136,[99],en,0.6,2015-11-01,edge of darkness,7.0,1,tt1226273,2010,117.0,"Crime,Drama,Mystery",8,2010-01-29,60000000,43313890,82812456,22812456,False
137,"[35, 10749]",en,11.187,2010-02-11,valentine's day,5.8,1907,tt0817230,2010,125.0,"Comedy,Romance",70,2010-02-12,52000000,110485654,217569328,165569328,True
138,"[10749, 18, 53, 80]",en,11.147,2010-11-19,the next three days,7.0,1469,tt1458175,2010,133.0,"Action,Crime,Drama",49,2010-11-19,30000000,21148651,67255916,37255916,False
139,"[18, 53, 9648]",en,10.888,2010-09-24,buried,6.6,1487,tt1462758,2010,95.0,"Drama,Mystery,Thriller",2,2010-09-24,1987650,1044143,21270290,19282640,False
140,"[18, 53, 9648]",en,10.888,2010-09-24,buried,6.6,1487,tt3568352,2014,88.0,Documentary,2,2010-09-24,1987650,1044143,21270290,19282640,False
141,"[18, 53, 9648]",en,10.888,2010-09-24,buried,6.6,1487,tt4540326,2011,95.0,Thriller,2,2010-09-24,1987650,1044143,21270290,19282640,False
142,"[35, 12, 10751, 14]",en,10.768,2010-12-25,gulliver's travels,5.1,1282,tt1320261,2010,85.0,"Adventure,Comedy,Family",13,2010-12-25,112000000,42779261,232017848,120017848,False
143,"[16, 12, 10751, 14]",en,10.754,2010-09-24,legend of the guardians: the owls of ga'hoole,6.6,1223,tt1219342,2010,97.0,"Action,Adventure,Animation",90,2010-09-24,100000000,55675313,139716717,39716717,False
144,"[28, 35, 10751]",en,10.746,2010-01-15,the spy next door,5.7,650,tt1273678,2010,94.0,"Action,Comedy,Family",68,2010-01-15,28000000,24307106,46752858,18752858,False
145,"[35, 99, 28]",en,10.715,2010-10-15,jackass 3d,6.3,655,tt1116184,2010,95.0,"Action,Comedy,Documentary",98,2010-10-15,20000000,117229692,171685793,151685793,True
146,"[35, 18, 10749]",en,10.595,2010-11-10,morning glory,6.3,717,tt1126618,2010,107.0,"Comedy,Drama,Romance",73,2010-11-10,40000000,31011732,59795070,19795070,False
147,"[35, 10751, 28, 14]",en,10.544,2010-07-30,cats & dogs: the revenge of kitty galore,4.9,273,tt1287468,2010,82.0,"Action,Comedy,Family",17,2010-07-30,85000000,43585753,113026383,28026383,False
148,[18],en,10.395,2010-12-17,the fighter,7.3,2325,tt0964517,2010,116.0,"Biography,Drama,Sport",68,2010-12-10,11000000,93617009,129262388,118262388,True
149,"[28, 53, 10749]",en,10.307,2010-12-10,the tourist,6.1,3133,tt1243957,2010,103.0,"Action,Adventure,Thriller",85,2010-12-10,100000000,67631157,278731369,178731369,False
150,"[28, 35, 53, 10749]",en,10.221,2010-06-04,killers,5.8,1314,tt1103153,2010,100.0,"Action,Comedy,Romance",54,2010-06-04,75000000,47059963,95572749,20572749,False
151,"[28, 35, 53, 10749]",en,10.221,2010-06-04,killers,5.8,1314,tt2409300,2014,137.0,"Action,Crime,Drama",54,2010-06-04,75000000,47059963,95572749,20572749,False
152,"[35, 10749]",en,10.208,2010-09-24,you again,6.2,734,tt1414382,2010,105.0,"Comedy,Family,Romance",78,2010-09-24,20000000,25702053,32838945,12838945,True
153,"[27, 9648, 53]",en,10.203,2010-09-17,devil,5.9,1516,tt1314655,2010,80.0,"Horror,Mystery,Thriller",71,2010-09-17,10000000,33679655,63354114,53354114,True
154,"[27, 9648, 53]",en,10.203,2010-09-17,devil,5.9,1516,tt7442358,2018,89.0,Drama,71,2010-09-17,10000000,33679655,63354114,53354114,True
155,"[28, 12, 80, 9648, 53]",en,10.202,2010-04-23,the losers,6.2,844,tt0480255,2010,97.0,"Action,Adventure,Crime",44,2010-04-23,25000000,23591432,29863840,4863840,False
