,genre_ids,original_language,popularity,release_date_x,movie,vote_average,vote_count,tconst,start_year,runtime_minutes,genres,id,release_date_y,production_budget,domestic_gross,worldwide_gross,total_profit,was_it_profitable_domestically
1161,[],en,0.84,2013-11-22,home,7.0,2,tt2093100,2011,127.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1162,[],en,0.84,2013-11-22,home,7.0,2,tt2093100,2011,127.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1163,[],en,0.84,2013-11-22,home,7.0,2,tt2093100,2011,127.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1164,[],en,0.84,2013-11-22,home,7.0,2,tt2224026,2015,94.0,"Adventure,Animation,Comedy",44,2015-03-27,130000000,177397510,385997896,255997896,True
1165,[],en,0.84,2013-11-22,home,7.0,2,tt2224026,2015,94.0,"Adventure,Animation,Comedy",56,2009-06-05,12000000,0,0,-12000000,False
1166,[],en,0.84,2013-11-22,home,7.0,2,tt2224026,2015,94.0,"Adventure,Animation,Comedy",60,2009-04-23,500000,15433,44793168,44293168,False
1167,[],en,0.84,2013-11-22,home,7.0,2,tt2372760,2013,90.0,"Drama,Romance",44,2015-03-27,130000000,177397510,385997896,255997896,True
1168,[],en,0.84,2013-11-22,home,7.0,2,tt2372760,2013,90.0,"Drama,Romance",56,2009-06-05,12000000,0,0,-12000000,False
1169,[],en,0.84,2013-11-22,home,7.0,2,tt2372760,2013,90.0,"Drama,Romance",60,2009-04-23,500000,15433,44793168,44293168,False
1170,[],en,0.84,2013-11-22,home,7.0,2,tt2393825,2013,112.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1171,[],en,0.84,2013-11-22,home,7.0,2,tt2393825,2013,112.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1172,[],en,0.84,2013-11-22,home,7.0,2,tt2393825,2013,112.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1173,[],en,0.84,2013-11-22,home,7.0,2,tt2545384,2016,87.0,"Drama,Horror,Thriller",44,2015-03-27,130000000,177397510,385997896,255997896,True
1174,[],en,0.84,2013-11-22,home,7.0,2,tt2545384,2016,87.0,"Drama,Horror,Thriller",56,2009-06-05,12000000,0,0,-12000000,False
1175,[],en,0.84,2013-11-22,home,7.0,2,tt2545384,2016,87.0,"Drama,Horror,Thriller",60,2009-04-23,500000,15433,44793168,44293168,False
1176,[],en,0.84,2013-11-22,home,7.0,2,tt2650038,2012,3.0,"Biography,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1177,[],en,0.84,2013-11-22,home,7.0,2,tt2650038,2012,3.0,"Biography,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1178,[],en,0.84,2013-11-22,home,7.0,2,tt2650038,2012,3.0,"Biography,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1179,[],en,0.84,2013-11-22,home,7.0,2,tt2821866,2013,92.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1180,[],en,0.84,2013-11-22,home,7.0,2,tt2821866,2013,92.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1181,[],en,0.84,2013-11-22,home,7.0,2,tt2821866,2013,92.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1182,[],en,0.84,2013-11-22,home,7.0,2,tt3289416,2012,26.0,"Documentary,History",44,2015-03-27,130000000,177397510,385997896,255997896,True
1183,[],en,0.84,2013-11-22,home,7.0,2,tt3289416,2012,26.0,"Documentary,History",56,2009-06-05,12000000,0,0,-12000000,False
1184,[],en,0.84,2013-11-22,home,7.0,2,tt3289416,2012,26.0,"Documentary,History",60,2009-04-23,500000,15433,44793168,44293168,False
1185,[],en,0.84,2013-11-22,home,7.0,2,tt3506448,2012,70.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1186,[],en,0.84,2013-11-22,home,7.0,2,tt3506448,2012,70.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1187,[],en,0.84,2013-11-22,home,7.0,2,tt3506448,2012,70.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1188,[],en,0.84,2013-11-22,home,7.0,2,tt4047846,2016,103.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1189,[],en,0.84,2013-11-22,home,7.0,2,tt4047846,2016,103.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1190,[],en,0.84,2013-11-22,home,7.0,2,tt4047846,2016,103.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1191,[],en,0.84,2013-11-22,home,7.0,2,tt4094360,2014,47.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1192,[],en,0.84,2013-11-22,home,7.0,2,tt4094360,2014,47.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1193,[],en,0.84,2013-11-22,home,7.0,2,tt4094360,2014,47.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1194,[],en,0.84,2013-11-22,home,7.0,2,tt4352542,2014,72.0,"Biography,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1195,[],en,0.84,2013-11-22,home,7.0,2,tt4352542,2014,72.0,"Biography,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1196,[],en,0.84,2013-11-22,home,7.0,2,tt4352542,2014,72.0,"Biography,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1197,[],en,0.84,2013-11-22,home,7.0,2,tt5121236,2015,15.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1198,[],en,0.84,2013-11-22,home,7.0,2,tt5121236,2015,15.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1199,[],en,0.84,2013-11-22,home,7.0,2,tt5121236,2015,15.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1200,[],en,0.84,2013-11-22,home,7.0,2,tt5327560,2014,5.0,"Documentary,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1201,[],en,0.84,2013-11-22,home,7.0,2,tt5327560,2014,5.0,"Documentary,Family",56,2009-06-05,12000000,0,0,-12000000,False
1202,[],en,0.84,2013-11-22,home,7.0,2,tt5327560,2014,5.0,"Documentary,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1203,[],en,0.84,2013-11-22,home,7.0,2,tt5775862,2015,4.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1204,[],en,0.84,2013-11-22,home,7.0,2,tt5775862,2015,4.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1205,[],en,0.84,2013-11-22,home,7.0,2,tt5775862,2015,4.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1206,[],en,0.84,2013-11-22,home,7.0,2,tt5884960,2015,58.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1207,[],en,0.84,2013-11-22,home,7.0,2,tt5884960,2015,58.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1208,[],en,0.84,2013-11-22,home,7.0,2,tt5884960,2015,58.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1209,[],en,0.84,2013-11-22,home,7.0,2,tt7143650,2017,35.0,"Documentary,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1210,[],en,0.84,2013-11-22,home,7.0,2,tt7143650,2017,35.0,"Documentary,Family",56,2009-06-05,12000000,0,0,-12000000,False
1211,[],en,0.84,2013-11-22,home,7.0,2,tt7143650,2017,35.0,"Documentary,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1212,[],en,0.84,2013-11-22,home,7.0,2,tt7281238,2016,35.0,"Animation,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1213,[],en,0.84,2013-11-22,home,7.0,2,tt7281238,2016,35.0,"Animation,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1214,[],en,0.84,2013-11-22,home,7.0,2,tt7281238,2016,35.0,"Animation,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1215,[],en,0.84,2013-11-22,home,7.0,2,tt8601408,2018,71.0,"Drama,Romance,Thriller",44,2015-03-27,130000000,177397510,385997896,255997896,True
1216,[],en,0.84,2013-11-22,home,7.0,2,tt8601408,2018,71.0,"Drama,Romance,Thriller",56,2009-06-05,12000000,0,0,-12000000,False
1217,[],en,0.84,2013-11-22,home,7.0,2,tt8601408,2018,71.0,"Drama,Romance,Thriller",60,2009-04-23,500000,15433,44793168,44293168,False
1218,[],en,0.84,2013-11-22,home,7.0,2,tt8883462,2017,87.0,"Drama,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1219,[],en,0.84,2013-11-22,home,7.0,2,tt8883462,2017,87.0,"Drama,Family",56,2009-06-05,12000000,0,0,-12000000,False
1220,[],en,0.84,2013-11-22,home,7.0,2,tt8883462,2017,87.0,"Drama,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1221,[],en,0.84,2013-11-22,home,7.0,2,tt9281490,2018,50.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1222,[],en,0.84,2013-11-22,home,7.0,2,tt9281490,2018,50.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1223,[],en,0.84,2013-11-22,home,7.0,2,tt9281490,2018,50.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1224,[],en,0.84,2013-11-22,home,7.0,2,tt9701552,2012,87.0,"Action,History,War",44,2015-03-27,130000000,177397510,385997896,255997896,True
1225,[],en,0.84,2013-11-22,home,7.0,2,tt9701552,2012,87.0,"Action,History,War",56,2009-06-05,12000000,0,0,-12000000,False
1226,[],en,0.84,2013-11-22,home,7.0,2,tt9701552,2012,87.0,"Action,History,War",60,2009-04-23,500000,15433,44793168,44293168,False
1227,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2075392,2011,76.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1228,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2075392,2011,76.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1229,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2075392,2011,76.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1230,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2089701,2011,7.0,"Documentary,Drama,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1231,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2089701,2011,7.0,"Documentary,Drama,Family",56,2009-06-05,12000000,0,0,-12000000,False
1232,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2089701,2011,7.0,"Documentary,Drama,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1233,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2093100,2011,127.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1234,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2093100,2011,127.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1235,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2093100,2011,127.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1236,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2224026,2015,94.0,"Adventure,Animation,Comedy",44,2015-03-27,130000000,177397510,385997896,255997896,True
1237,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2224026,2015,94.0,"Adventure,Animation,Comedy",56,2009-06-05,12000000,0,0,-12000000,False
1238,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2224026,2015,94.0,"Adventure,Animation,Comedy",60,2009-04-23,500000,15433,44793168,44293168,False
1239,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2372760,2013,90.0,"Drama,Romance",44,2015-03-27,130000000,177397510,385997896,255997896,True
1240,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2372760,2013,90.0,"Drama,Romance",56,2009-06-05,12000000,0,0,-12000000,False
1241,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2372760,2013,90.0,"Drama,Romance",60,2009-04-23,500000,15433,44793168,44293168,False
1242,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2393825,2013,112.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1243,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2393825,2013,112.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1244,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2393825,2013,112.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1245,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2545384,2016,87.0,"Drama,Horror,Thriller",44,2015-03-27,130000000,177397510,385997896,255997896,True
1246,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2545384,2016,87.0,"Drama,Horror,Thriller",56,2009-06-05,12000000,0,0,-12000000,False
1247,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2545384,2016,87.0,"Drama,Horror,Thriller",60,2009-04-23,500000,15433,44793168,44293168,False
1248,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2650038,2012,3.0,"Biography,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1249,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2650038,2012,3.0,"Biography,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1250,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2650038,2012,3.0,"Biography,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1251,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2821866,2013,92.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1252,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2821866,2013,92.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1253,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt2821866,2013,92.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1254,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3289416,2012,26.0,"Documentary,History",44,2015-03-27,130000000,177397510,385997896,255997896,True
1255,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3289416,2012,26.0,"Documentary,History",56,2009-06-05,12000000,0,0,-12000000,False
1256,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3289416,2012,26.0,"Documentary,History",60,2009-04-23,500000,15433,44793168,44293168,False
1257,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3506448,2012,70.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1258,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3506448,2012,70.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1259,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt3506448,2012,70.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1260,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4047846,2016,103.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1261,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4047846,2016,103.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1262,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4047846,2016,103.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1263,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4094360,2014,47.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1264,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4094360,2014,47.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1265,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4094360,2014,47.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1266,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4352542,2014,72.0,"Biography,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1267,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4352542,2014,72.0,"Biography,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1268,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt4352542,2014,72.0,"Biography,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1269,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5121236,2015,15.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1270,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5121236,2015,15.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1271,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5121236,2015,15.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1272,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5327560,2014,5.0,"Documentary,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1273,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5327560,2014,5.0,"Documentary,Family",56,2009-06-05,12000000,0,0,-12000000,False
1274,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5327560,2014,5.0,"Documentary,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1275,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5775862,2015,4.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1276,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5775862,2015,4.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1277,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5775862,2015,4.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1278,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5884960,2015,58.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1279,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5884960,2015,58.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1280,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt5884960,2015,58.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1281,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7143650,2017,35.0,"Documentary,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1282,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7143650,2017,35.0,"Documentary,Family",56,2009-06-05,12000000,0,0,-12000000,False
1283,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7143650,2017,35.0,"Documentary,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1284,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7281238,2016,35.0,"Animation,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1285,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7281238,2016,35.0,"Animation,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1286,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt7281238,2016,35.0,"Animation,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1287,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8601408,2018,71.0,"Drama,Romance,Thriller",44,2015-03-27,130000000,177397510,385997896,255997896,True
1288,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8601408,2018,71.0,"Drama,Romance,Thriller",56,2009-06-05,12000000,0,0,-12000000,False
1289,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8601408,2018,71.0,"Drama,Romance,Thriller",60,2009-04-23,500000,15433,44793168,44293168,False
1290,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8883462,2017,87.0,"Drama,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1291,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8883462,2017,87.0,"Drama,Family",56,2009-06-05,12000000,0,0,-12000000,False
1292,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt8883462,2017,87.0,"Drama,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1293,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9281490,2018,50.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1294,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9281490,2018,50.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1295,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9281490,2018,50.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1296,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9701552,2012,87.0,"Action,History,War",44,2015-03-27,130000000,177397510,385997896,255997896,True
1297,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9701552,2012,87.0,"Action,History,War",56,2009-06-05,12000000,0,0,-12000000,False
1298,"[14, 35, 16, 878, 10751]",en,12.835,2015-03-27,home,6.8,2372,tt9701552,2012,87.0,"Action,History,War",60,2009-04-23,500000,15433,44793168,44293168,False
1299,[],en,0.6,2015-09-15,home,8.5,1,tt2075392,2011,76.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1300,[],en,0.6,2015-09-15,home,8.5,1,tt2075392,2011,76.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1301,[],en,0.6,2015-09-15,home,8.5,1,tt2075392,2011,76.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1302,[],en,0.6,2015-09-15,home,8.5,1,tt2089701,2011,7.0,"Documentary,Drama,Family",44,2015-03-27,130000000,177397510,385997896,255997896,True
1303,[],en,0.6,2015-09-15,home,8.5,1,tt2089701,2011,7.0,"Documentary,Drama,Family",56,2009-06-05,12000000,0,0,-12000000,False
1304,[],en,0.6,2015-09-15,home,8.5,1,tt2089701,2011,7.0,"Documentary,Drama,Family",60,2009-04-23,500000,15433,44793168,44293168,False
1305,[],en,0.6,2015-09-15,home,8.5,1,tt2093100,2011,127.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1306,[],en,0.6,2015-09-15,home,8.5,1,tt2093100,2011,127.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1307,[],en,0.6,2015-09-15,home,8.5,1,tt2093100,2011,127.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1308,[],en,0.6,2015-09-15,home,8.5,1,tt2224026,2015,94.0,"Adventure,Animation,Comedy",44,2015-03-27,130000000,177397510,385997896,255997896,True
1309,[],en,0.6,2015-09-15,home,8.5,1,tt2224026,2015,94.0,"Adventure,Animation,Comedy",56,2009-06-05,12000000,0,0,-12000000,False
1310,[],en,0.6,2015-09-15,home,8.5,1,tt2224026,2015,94.0,"Adventure,Animation,Comedy",60,2009-04-23,500000,15433,44793168,44293168,False
1311,[],en,0.6,2015-09-15,home,8.5,1,tt2372760,2013,90.0,"Drama,Romance",44,2015-03-27,130000000,177397510,385997896,255997896,True
1312,[],en,0.6,2015-09-15,home,8.5,1,tt2372760,2013,90.0,"Drama,Romance",56,2009-06-05,12000000,0,0,-12000000,False
1313,[],en,0.6,2015-09-15,home,8.5,1,tt2372760,2013,90.0,"Drama,Romance",60,2009-04-23,500000,15433,44793168,44293168,False
1314,[],en,0.6,2015-09-15,home,8.5,1,tt2393825,2013,112.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1315,[],en,0.6,2015-09-15,home,8.5,1,tt2393825,2013,112.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1316,[],en,0.6,2015-09-15,home,8.5,1,tt2393825,2013,112.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1317,[],en,0.6,2015-09-15,home,8.5,1,tt2545384,2016,87.0,"Drama,Horror,Thriller",44,2015-03-27,130000000,177397510,385997896,255997896,True
1318,[],en,0.6,2015-09-15,home,8.5,1,tt2545384,2016,87.0,"Drama,Horror,Thriller",56,2009-06-05,12000000,0,0,-12000000,False
1319,[],en,0.6,2015-09-15,home,8.5,1,tt2545384,2016,87.0,"Drama,Horror,Thriller",60,2009-04-23,500000,15433,44793168,44293168,False
1320,[],en,0.6,2015-09-15,home,8.5,1,tt2650038,2012,3.0,"Biography,Documentary",44,2015-03-27,130000000,177397510,385997896,255997896,True
1321,[],en,0.6,2015-09-15,home,8.5,1,tt2650038,2012,3.0,"Biography,Documentary",56,2009-06-05,12000000,0,0,-12000000,False
1322,[],en,0.6,2015-09-15,home,8.5,1,tt2650038,2012,3.0,"Biography,Documentary",60,2009-04-23,500000,15433,44793168,44293168,False
1323,[],en,0.6,2015-09-15,home,8.5,1,tt2821866,2013,92.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1324,[],en,0.6,2015-09-15,home,8.5,1,tt2821866,2013,92.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1325,[],en,0.6,2015-09-15,home,8.5,1,tt2821866,2013,92.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1326,[],en,0.6,2015-09-15,home,8.5,1,tt3289416,2012,26.0,"Documentary,History",44,2015-03-27,130000000,177397510,385997896,255997896,True
1327,[],en,0.6,2015-09-15,home,8.5,1,tt3289416,2012,26.0,"Documentary,History",56,2009-06-05,12000000,0,0,-12000000,False
1328,[],en,0.6,2015-09-15,home,8.5,1,tt3289416,2012,26.0,"Documentary,History",60,2009-04-23,500000,15433,44793168,44293168,False
1329,[],en,0.6,2015-09-15,home,8.5,1,tt3506448,2012,70.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
1330,[],en,0.6,2015-09-15,home,8.5,1,tt3506448,2012,70.0,Documentary,56,2009-06-05,12000000,0,0,-12000000,False
1331,[],en,0.6,2015-09-15,home,8.5,1,tt3506448,2012,70.0,Documentary,60,2009-04-23,500000,15433,44793168,44293168,False
1332,[],en,0.6,2015-09-15,home,8.5,1,tt4047846,2016,103.0,Drama,44,2015-03-27,130000000,177397510,385997896,255997896,True
1333,[],en,0.6,2015-09-15,home,8.5,1,tt4047846,2016,103.0,Drama,56,2009-06-05,12000000,0,0,-12000000,False
1334,[],en,0.6,2015-09-15,home,8.5,1,tt4047846,2016,103.0,Drama,60,2009-04-23,500000,15433,44793168,44293168,False
1335,[],en,0.6,2015-09-15,home,8.5,1,tt4094360,2014,47.0,Documentary,44,2015-03-27,130000000,177397510,385997896,255997896,True
